number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,release_year
527,Grass Cutter - Mutated Lawns,2017-03-24,2.99,"20,000 .. 50,000",usanik,usanik,0,0,NA,2017
535,Cubic,2017-10-09,0.49,"20,000 .. 50,000",Mikhail Melnikov,Mikhail Melnikov,0,0,NA,2017
536,Low Magic Age,2017-01-10,9.99,"20,000 .. 50,000",Low Magic Studios,Low Magic Studios,0,0,NA,2017
540,SIMULACRA,2017-10-26,4.99,"20,000 .. 50,000",Kaigan Games OÜ,Kaigan Games OÜ,0,0,NA,2017
544,甜点恋人 / Pastry Lovers,2017-07-21,4.99,"20,000 .. 50,000",橙光游戏,橙光游戏,0,0,NA,2017
551,Dominions 5 - Warriors of the Faith,2017-11-27,39.99,"20,000 .. 50,000",Illwinter Game Design,Illwinter Game Design,0,0,NA,2017
554,VR Dungeon Knight,2017-04-24,19.99,"20,000 .. 50,000",Blackjard Softworks,Wolfdog Interactive,0,0,NA,2017
560,Bloody Boobs,2017-02-10,3.99,"20,000 .. 50,000",GK,Dagestan Technology,0,0,49,2017
566,Bunny Hop League,2017-04-27,5.99,"20,000 .. 50,000",PolyDigital,PolyDigital,0,0,NA,2017
568,The Inner World - The Last Wind Monk,2017-10-20,24.99,"20,000 .. 50,000",Studio Fizbin,"Headup Games, Kalypso Media Digital",0,0,NA,2017
572,I Am The Hero,2017-01-16,9.99,"20,000 .. 50,000",Crazyant,Crazyant,0,0,NA,2017
578,Man O' War: Corsair - Warhammer Naval Battles,2017-04-19,29.99,"20,000 .. 50,000",Evil Twin Artworks,Evil Twin Artworks,0,0,NA,2017
581,Lines X,2017-10-31,0.99,"20,000 .. 50,000",Konstructors Entertainment,Konstructors Entertainment,0,0,NA,2017
595,VODKA,2017-12-28,0.99,"20,000 .. 50,000",CharlieH,CharlieH,0,0,NA,2017
602,Formata,2017-12-07,14.99,"20,000 .. 50,000",Nezon Production,Nezon Production,0,0,NA,2017
608,Team Racing League,2017-08-11,9.99,"20,000 .. 50,000",Gamious,Gamious,0,0,NA,2017
610,Lost Technology,2017-08-09,4.99,"20,000 .. 50,000",Studio 4D,AGM PLAYISM,0,0,NA,2017
614,Invisigun Heroes,2017-02-08,NA,"20,000 .. 50,000",Sombr Studio,Sombr Studio,0,0,NA,2017
622,The Frostrune,2017-02-02,9.99,"20,000 .. 50,000",Grimnir Media,Snow Cannon Games,0,0,NA,2017
626,The Golf Club VR,2017-02-24,9.99,"20,000 .. 50,000",HB Studios,HB Studios,0,0,NA,2017
629,Tiny Echo,2017-08-31,7.99,"20,000 .. 50,000",Might and Delight,Might and Delight,0,0,NA,2017
639,Daily Run,2017-10-15,0.99,"20,000 .. 50,000",ZtarLab,ZtarLab,0,0,NA,2017
643,Knightfall: Rivals,2017-07-20,NA,"20,000 .. 50,000",Behaviour Interactive Inc.,Behaviour Interactive Inc.,0,0,NA,2017
649,Tower!3D Pro,2017-03-08,49.99,"20,000 .. 50,000",FeelThere,FeelThere,0,0,NA,2017
675,XAOC,2017-08-03,NA,"20,000 .. 50,000",WindThunder Studio,Winking International,0,0,NA,2017
678,Inertia,2017-12-01,0.99,"20,000 .. 50,000",Loneminded,Loneminded,0,0,NA,2017
681,Don't cut your hand,2017-05-30,0.99,"20,000 .. 50,000",Kether Studio,Kether Studio,0,0,NA,2017
701,Stickman Wars,2017-08-12,0.99,"20,000 .. 50,000",NA,NA,0,0,NA,2017
704,Katy and Bob: Safari Cafe,2017-10-15,4.99,"20,000 .. 50,000","Creobit, Workroom7",8Floor,0,0,NA,2017
705,Your Bunny Wrote,2017-12-03,1.99,"20,000 .. 50,000",SharkGame,Garage Games,0,0,NA,2017
707,Helium,2017-03-10,4.99,"20,000 .. 50,000",rocketship,rocketship,0,0,NA,2017
711,Capitalism 2,2017-08-01,9.99,"20,000 .. 50,000",Enlight Software Limited,"Enlight Software Limited , Retroism",0,0,NA,2017
730,Western 1849 Reloaded,2017-02-10,4.99,"20,000 .. 50,000",Nawia Games,Nawia Games,0,0,NA,2017
739,JASEM: Just Another Shooter with Electronic Music,2017-10-19,9.99,"20,000 .. 50,000",Stas Shostak,Stas Shostak,0,0,NA,2017
742,INFINITI VR,2017-03-28,NA,"20,000 .. 50,000",The Pulse,The Pulse,0,0,NA,2017
746,Rigor Mortis,2017-03-28,2.99,"20,000 .. 50,000",BEta - indie,Atriagames,0,0,NA,2017
751,Spiny Adventures,2017-07-06,0.99,"20,000 .. 50,000",Czje,SIFAKA DIGITAL,0,0,NA,2017
752,EvilMorph,2017-02-03,3.99,"20,000 .. 50,000",ClickGames,ClickGames,0,0,NA,2017
763,Wordlase,2017-04-29,2.99,"20,000 .. 50,000",DeXP,DeXP,0,0,NA,2017
778,The Slug,2017-08-04,3.99,"20,000 .. 50,000",Vyacheslav Shilikhin,Vyacheslav Shilikhin,0,0,NA,2017
802,Destruction 48,2017-06-10,3.99,"20,000 .. 50,000",Vyacheslav Shilikhin,Vyacheslav Shilikhin,0,0,NA,2017
812,Bomb Defense,2017-07-05,4.99,"20,000 .. 50,000",Mitorah Games,Mitorah Games,0,0,NA,2017
850,Oik 2,2017-03-28,0.69,"20,000 .. 50,000",Crew Lab,Crew Lab,0,0,NA,2017
854,"Peace, Death!",2017-03-24,4.99,"20,000 .. 50,000",AZAMATIKA,AZAMATIKA,1,0,NA,2017
861,Microtransaction Simulator,2017-09-14,NA,"20,000 .. 50,000",chlsea,chlsea,0,0,NA,2017
866,Accel World VS. Sword Art Online Deluxe Edition,2017-09-12,49.99,"20,000 .. 50,000",ARTDINK CORPORATION,BANDAI NAMCO Entertainment,0,0,NA,2017
868,The Letter - Horror Visual Novel,2017-07-24,19.99,"20,000 .. 50,000",Yangyang Mobile,Yangyang Mobile,0,0,NA,2017
871,Asura: Vengeance Expansion,2017-04-13,9.99,"20,000 .. 50,000",Ogre Head Studio,Ogre Head Studio,0,0,NA,2017
879,"Sorry, James",2017-11-10,4.99,"20,000 .. 50,000",Konstructors Entertainment,"Konstructors Entertainment, GrabTheGames, WhisperGames",0,0,NA,2017
885,Let Them Come,2017-10-03,4.99,"20,000 .. 50,000",Tuatara Games,Versus Evil,0,0,NA,2017
887,Sevgilim Olur musun ?,2017-09-25,NA,"20,000 .. 50,000",Proximity Games,Proximity Games,0,0,NA,2017
893,Bomb Squad Academy,2017-03-27,4.99,"20,000 .. 50,000",Systemic Games,Systemic Games,0,0,NA,2017
900,RollerCoaster Tycoon Classic,2017-09-28,19.99,"20,000 .. 50,000",Origin8 Technologies Ltd.,"Atari, Inc.",0,0,NA,2017
911,MotoGP17,2017-06-15,7.49,"20,000 .. 50,000",Milestone S.r.l.,Milestone S.r.l.,0,0,NA,2017
917,Learn Japanese To Survive! Katakana War,2017-01-30,6.99,"20,000 .. 50,000",Sleepy Duck,Sleepy Duck,0,0,NA,2017
919,Six Days of Snow,2017-12-29,NA,"20,000 .. 50,000",ebi-hime,ebi-hime,0,0,NA,2017
925,Wayout 2: Hex,2017-02-10,0.99,"20,000 .. 50,000",Konstructors Entertainment,"Konstructors Entertainment, GrabTheGames",0,0,NA,2017
940,Detective Butler: Maiden Voyage Murder,2017-05-26,NA,"20,000 .. 50,000",Goldbar Games,Goldbar Games,0,0,NA,2017
951,ASTA : ASTA Server,2017-06-20,NA,"20,000 .. 50,000",POLYGON GAMES,"Move Games. Co., LTD",0,0,NA,2017
958,Insanity VR: Last Score,2017-08-15,NA,"20,000 .. 50,000",Threevol,Threevol,0,0,NA,2017
969,Government Simulator,2017-12-04,9.99,"20,000 .. 50,000",Ambiera,Ambiera,0,0,NA,2017
973,Awesome Metal Detecting,2017-05-01,3.99,"20,000 .. 50,000","Nikita Markin, Artem Basko",NA,0,0,NA,2017
980,Hydroactive,2017-12-04,2.99,"20,000 .. 50,000",Scythuz,New Reality Games,0,0,NA,2017
981,Lamp Head,2017-06-01,0.49,"20,000 .. 50,000",Oriplay,"Cristian Manolachi, Atomic Fabrik",0,0,NA,2017
985,LEAVES - The Journey,2017-03-07,7.99,"20,000 .. 50,000",ZAR 21,Daedalic Entertainment,0,0,NA,2017
988,Pressure Overdrive,2017-07-25,12.99,"20,000 .. 50,000",Chasing Carrots,Chasing Carrots,0,0,NA,2017
993,Octopus Bar,2017-09-22,NA,"20,000 .. 50,000",Thomas Meduri,VRNOVO,0,0,NA,2017
999,Dream Golf VR,2017-11-03,NA,"20,000 .. 50,000",Isaac Stearns,Isaac Stearns,0,0,NA,2017
1003,STANDBY,2017-01-06,7.99,"20,000 .. 50,000",Noclip,HypeTrain Digital,0,0,NA,2017
1005,Battlesloths 2025: The Great Pizza Wars,2017-06-06,9.99,"20,000 .. 50,000",Invisible Collective,Rooster Teeth Games,0,0,NA,2017
1018,Malzbie's Pinball Collection,2017-10-27,NA,"20,000 .. 50,000",Malzbie Games,Malzbie Games,0,0,NA,2017
1057,Snake: Road to apple,2017-11-24,0.99,"20,000 .. 50,000",ANV Team,ANV Team,0,0,NA,2017
1060,After The End: The Harvest,2017-06-02,4.99,"20,000 .. 50,000",Elushis,Elushis Music & Gaming,0,0,NA,2017
1073,MetaMorph: Dungeon Creatures,2017-12-13,9.99,"20,000 .. 50,000",FireFly Studios,FireFly Studios,40,41,NA,2017
1074,Broccoli Bob,2017-03-22,1.99,"20,000 .. 50,000",Timberwolf Studios,Timberwolf Studios,0,0,NA,2017
1079,Leisure Suit Larry 1 - In the Land of the Lounge Lizards,2017-12-18,3.99,"20,000 .. 50,000",Assemble Entertainment,Assemble Entertainment,0,0,NA,2017
1100,Eventide Night,2017-05-04,1.99,"20,000 .. 50,000",Leaning Tower Studio,Leaning Tower Studio,0,0,NA,2017
1103,Kokoda VR,2017-10-22,NA,"20,000 .. 50,000",Australian Broadcasting Corporation,Australian Broadcasting Corporation,0,0,NA,2017
1163,Missileman Origins,2017-02-22,1.99,"20,000 .. 50,000",Ryan Silberman,Opium Pulses Entertainment,0,0,NA,2017
1232,The Far Frontier,2017-10-26,2.99,"20,000 .. 50,000","Project ""The Game""","Project ""The Game""",0,0,NA,2017
1236,Chicago 1930 : The Prohibition,2017-09-11,4.99,"20,000 .. 50,000",Spellbound,Microids,0,0,NA,2017
1241,My Coloring Book: Food and Beverage,2017-12-21,0.99,"20,000 .. 50,000",For Kids,For Kids,0,0,NA,2017
1247,Vickinachi,2017-07-18,0.99,"20,000 .. 50,000",Hariharan S,Hariharan S,0,0,NA,2017
1255,Katy and Bob Way Back Home,2017-10-17,4.99,"20,000 .. 50,000",Creobit,8Floor,0,0,NA,2017
1274,Legend of Ares,2017-05-31,NA,"20,000 .. 50,000",Bono Games,RedFox Games,0,0,NA,2017
1280,Pixel Puzzles Mosaics,2017-06-09,9.99,"20,000 .. 50,000",DL Softworks,DL Softworks,0,0,NA,2017
1299,Lucky Night VR,2017-12-06,NA,"20,000 .. 50,000",ATC Games,ATC Games,0,0,NA,2017
1308,Captain Lycop : Invasion of the Heters,2017-02-10,0.99,"20,000 .. 50,000",Aéronie,Aéronie,0,0,NA,2017
1324,Planetoid,2017-02-24,2.99,"20,000 .. 50,000",GameWriterStudio,GameWriterStudio,0,0,NA,2017
1331,God of Failure,2017-12-19,0.99,"20,000 .. 50,000",Axyos Games,Axyos Games,0,0,NA,2017
1394,AER Memories of Old,2017-10-25,14.99,"20,000 .. 50,000",Forgotten Key,Daedalic Entertainment,0,0,NA,2017
1414,Draw Puzzle 画之谜,2017-08-04,4.99,"20,000 .. 50,000",Hen Wen Studio,indienova,0,0,NA,2017
1416,White Day: A Labyrinth Named School,2017-08-22,29.99,"20,000 .. 50,000",SONNORI Corp,"PQube Limited, SONNORI Corp",0,0,NA,2017
1423,Anti Gravity Warriors VR,2017-10-23,NA,"20,000 .. 50,000",Niket Patel,Niket Patel,0,0,NA,2017
1430,ZomDay,2017-08-17,9.99,"20,000 .. 50,000",INTO GAMES,INTO GAMES,0,0,NA,2017
1452,Serious Sam 3 VR: BFE,2017-11-09,39.99,"20,000 .. 50,000",Croteam VR,"Devolver Digital, Croteam Publishing",0,0,NA,2017
1459,Hive Jump,2017-01-18,19.99,"20,000 .. 50,000",Graphite Lab,Graphite Lab,0,0,NA,2017
1487,Lucky Night: Texas Hold'em VR,2017-07-26,NA,"20,000 .. 50,000",ATC Games,ATC Games,0,0,NA,2017
1488,Happy Singh Adventures,2017-07-31,4.99,"20,000 .. 50,000",Shrimasis Rout,Seed Games LLP,0,0,NA,2017
1491,Relik,2017-10-18,NA,"20,000 .. 50,000",Iron 27,Iron 27,0,0,NA,2017
1493,Ski Sniper,2017-05-18,4.99,"20,000 .. 50,000",Crazy Rocks,Crazy Rocks,0,0,NA,2017
1503,Bombernauts,2017-12-29,9.99,"20,000 .. 50,000",Eyebrow Interactive,Eyebrow Interactive,0,0,NA,2017
1506,These nights in Cairo,2017-10-17,7.99,"20,000 .. 50,000",Salamandra88,7DOTS,0,0,NA,2017
1518,ICED,2017-05-15,9.99,"20,000 .. 50,000",Anea_Duo_Dev,Anea_Duo_Dev,31,10,NA,2017
1525,Dinosaur Hunt First Blood,2017-09-15,4.99,"20,000 .. 50,000",Racing Bros,Racing Bros,0,0,NA,2017
1528,AVATARIKA,2017-04-11,NA,"20,000 .. 50,000",Nikita Online,Nikita Online,0,0,NA,2017
1555,HitBox,2017-01-30,NA,"20,000 .. 50,000","Tyler Rogers, David Colson","Wormhole Entertainment, Peripheral Labs",0,0,NA,2017
1573,Sudden Strike 3,2017-05-22,5.99,"20,000 .. 50,000",Fireglow,Kalypso Media Digital,0,0,NA,2017
1577,Women's Soccer Manager,2017-08-01,NA,"20,000 .. 50,000",Trophy Games ApS,Trophy Games ApS,0,0,NA,2017
1589,Candy Machine,2017-04-24,8.99,"20,000 .. 50,000",Colossal Wreck,Colossal Wreck,0,0,NA,2017
1593,The Sun Never Sets,2017-06-06,4.99,"20,000 .. 50,000",Cipher Hive,Cipher Hive,0,0,NA,2017
1663,El Ministerio del Tiempo VR: Salva el tiempo,2017-10-09,NA,"20,000 .. 50,000",Future Lighthouse,RTVE,0,0,NA,2017
1666,Eador. Imperium,2017-01-27,19.99,"20,000 .. 50,000",Snowbird Games,Snowbird Games,0,0,NA,2017
1674,The Painscreek Killings,2017-09-27,19.99,"20,000 .. 50,000",EQ Studios,EQ Studios,0,0,NA,2017
1681,Duck Season,2017-09-14,19.99,"20,000 .. 50,000",Stress Level Zero,Stress Level Zero,0,0,NA,2017
1686,The Signal From Tölva,2017-04-10,19.99,"20,000 .. 50,000",Big Robot Ltd,Big Robot Ltd,0,0,NA,2017
1693,Cosmic Trip,2017-05-24,19.99,"20,000 .. 50,000",Funktronic Labs,Funktronic Labs,0,0,NA,2017
1695,Serious Sam VR: The First Encounter,2017-03-30,39.99,"20,000 .. 50,000",Croteam VR,"Devolver Digital, Croteam",0,0,NA,2017
1703,Battle Bruise,2017-05-03,0.99,"20,000 .. 50,000",Zanardi and Liza,Zanardi and Liza,0,0,NA,2017
1728,Sphinx and the Cursed Mummy,2017-11-10,4.94,"20,000 .. 50,000","Eurocom, THQ Nordic",THQ Nordic,0,0,NA,2017
1730,Virtual Rides 3 - Funfair Simulator,2017-03-16,24.99,"20,000 .. 50,000",Pixelsplit Simulations,Pixelsplit Simulations,0,0,NA,2017
1736,NEKO-NIN exHeart +PLUS Nachi,2017-11-02,1.99,"20,000 .. 50,000",Whirlpool,Sekai Project,0,0,NA,2017
1755,Prey with Gun 带枪的猎物,2017-11-23,NA,"20,000 .. 50,000",兔子放映部,兔子放映,0,0,NA,2017
1761,Micro Machines World Series,2017-06-29,29.99,"20,000 .. 50,000",Codemasters,Codemasters,0,0,NA,2017
1766,Sugar Box,2017-12-18,1.99,"20,000 .. 50,000",Riviysky,Riviysky,0,0,NA,2017
1770,"John, The Zombie",2017-11-22,9.99,"20,000 .. 50,000",Minimal Lab,Minimal Lab,0,0,NA,2017
1772,Alphabear: Hardcover Edition,2017-08-23,9.99,"20,000 .. 50,000",Spry Fox LLC,Spry Fox LLC,0,0,NA,2017
1775,Fear For Freedom,2017-08-31,NA,"20,000 .. 50,000",Grey Gods,Grey Gods,0,0,NA,2017
1776,Once on a windswept night,2017-02-06,NA,"20,000 .. 50,000",ebi-hime,ebi-hime,0,0,NA,2017
1778,Adventures On The Polluted Islands,2017-02-17,2.99,"20,000 .. 50,000",Uncle Frost Team,Sometimes You,0,0,NA,2017
1779,Miner Meltdown,2017-08-02,6.99,"20,000 .. 50,000",Mighty Pebble Games Inc,Mighty Pebble Games Inc,0,0,NA,2017
1793,FoxyLand,2017-10-17,2.99,"20,000 .. 50,000",BUG-Studio,OraMonkey,0,0,NA,2017
1805,Football Manager Touch 2018,2017-11-09,NA,"20,000 .. 50,000",Sports Interactive,SEGA,0,0,NA,2017
1807,Battlevoid: Sector Siege,2017-10-25,9.99,"20,000 .. 50,000",Bugbyte Ltd.,Bugbyte Ltd.,0,0,NA,2017
1820,Weable,2017-08-22,0.99,"20,000 .. 50,000",SPECTRUM GAMES,Valkyrie Initiative,0,0,NA,2017
1824,Flight to Eternity,2017-05-30,0.49,"20,000 .. 50,000",Norven Games,Norven Games,0,0,NA,2017
1833,Cowboy Revenge,2017-07-09,0.99,"20,000 .. 50,000",NA,NA,0,0,NA,2017
1835,MSI Electric City: Core Assault,2017-09-08,NA,"20,000 .. 50,000",HyperBot Studio,MSI,0,0,NA,2017
1841,Soundscape VR,2017-04-16,NA,"20,000 .. 50,000",Groove Science Studios,Groove Science Studios,0,0,NA,2017
1845,Lone Warrior,2017-09-16,0.99,"20,000 .. 50,000",EHTechnology,EHTechnology,0,0,NA,2017
1847,ProjectM : Dream,2017-09-04,NA,"20,000 .. 50,000",EVR Studio,EVR Studio,0,0,NA,2017
1874,Lepofrenia,2017-06-09,3.99,"20,000 .. 50,000",SEA - EYE GS,Dagestan Technology,31,10,NA,2017
1887,月之暗面 The Dark Side Of The Moon,2017-08-21,NA,"20,000 .. 50,000",一杯烟雨游戏工作室,一杯烟雨游戏工作室,1,1,NA,2017
1890,Castle of Shikigami 式神の城,2017-06-15,11.99,"20,000 .. 50,000","Cosmo Machia, Alfa System",Degica,0,0,NA,2017
1909,Dark Eden Origin,2017-08-17,NA,"20,000 .. 50,000",SOFTON ENTERTAINMENT,SOFTON ENTERTAINMENT,0,0,NA,2017
1910,Super Dungeon Master Ace: The Classic Fantasy Adventure RPG,2017-10-14,NA,"20,000 .. 50,000",Dave Gumble,Dave Gumble,0,0,NA,2017
1953,The Maze : Endless nightmare,2017-07-13,3.99,"20,000 .. 50,000",LaserStone,Enjoy Games,0,0,NA,2017
1967,Two Worlds II HD - Call of the Tenebrae,2017-07-13,14.99,"20,000 .. 50,000",Reality Pump Studios,TopWare Interactive ACE,0,0,NA,2017
1973,Meltys Quest,2017-10-24,19.99,"20,000 .. 50,000","Remtairy, Happy Life","Remtairy, Kagura Games",0,0,97,2017
1984,Hakuoki: Kyoto Winds / 薄桜鬼 真改　風ノ章 / 薄櫻鬼 真改　風之章,2017-08-24,14.99,"20,000 .. 50,000","Idea Factory, Design Factory",Idea Factory International,0,0,NA,2017
1986,MXGP3 - The Official Motocross Videogame,2017-05-29,39.99,"20,000 .. 50,000",Milestone S.r.l.,Milestone S.r.l.,0,0,NA,2017
1988,Richie's Plank Experience,2017-12-18,14.99,"20,000 .. 50,000",Toast,Toast,0,0,NA,2017
1992,Home Wars,2017-06-13,9.99,"20,000 .. 50,000",Insane Dreamers,Insane Dreamers,0,0,NA,2017
1996,Voxel Turf,2017-09-13,7.99,"20,000 .. 50,000",L Twigger,L Twigger,0,0,NA,2017
1998,Green Elephant 2D,2017-04-20,1.99,"20,000 .. 50,000",4Fufelz,4Fufelz,0,0,NA,2017
2010,Super Galaxy Squadron EX Turbo,2017-03-06,9.99,"20,000 .. 50,000",Synset,New Blood Interactive,0,0,NA,2017
2018,TurnSignal,2017-07-30,NA,"20,000 .. 50,000",Ben Otter,Otter-Co,1274,637,NA,2017
2052,Find this!,2017-09-01,1.99,"20,000 .. 50,000",For Kids,For Kids,0,0,NA,2017
2053,City Climber,2017-02-24,6.99,"20,000 .. 50,000",Ondrej Angelovic,Ondrej Angelovic,0,0,NA,2017
2055,RunningDead,2017-03-03,1.99,"20,000 .. 50,000",PotionC,PotionC,0,0,NA,2017
2058,King of Bali,2017-07-21,1.99,"20,000 .. 50,000",King Key Games,King Key Games,0,0,NA,2017
2061,Alpacapaca Dash,2017-01-23,0.99,"20,000 .. 50,000",Synnergy Circle Games,Synnergy Circle Games,0,0,NA,2017
2063,Psebay,2017-07-12,9.99,"20,000 .. 50,000",Eugeny Butakov,Eugeny Butakov,0,0,NA,2017
2071,Global Adventures,2017-12-29,NA,"20,000 .. 50,000",PixelSoft,SubaGames,0,0,NA,2017
2083,Ghost Files: The Face of Guilt,2017-05-18,9.99,"20,000 .. 50,000",Brave Giant LTD,Artifex Mundi,0,0,NA,2017
2109,Don't Chat With Strangers,2017-01-06,4.99,"20,000 .. 50,000",Bartosz Bojarowski,Bartosz Bojarowski,0,0,NA,2017
2131,MONITOR: The Game,2017-09-15,NA,"20,000 .. 50,000",DNT Games,DNT Games,0,0,NA,2017
2144,Palace of Cards,2017-12-14,NA,"20,000 .. 50,000",Spiele-Palast GmbH,Spiele-Palast GmbH,244,81,NA,2017
2148,Tower of Lust,2017-10-02,0.99,"20,000 .. 50,000",NA,NA,0,0,NA,2017
2176,Chimpology,2017-06-21,1.99,"20,000 .. 50,000","themorfeus, Junkhive",themorfeus,0,0,NA,2017
2178,Star Merc,2017-02-10,1.99,"20,000 .. 50,000",D247 Games,New Worlds Games,0,0,NA,2017
2184,Torn Tales,2017-01-17,10.99,"20,000 .. 50,000",Twistplay,Chilled Mouse,0,0,NA,2017
2198,When Our Journey Ends - A Visual Novel,2017-02-14,6.99,"20,000 .. 50,000",Afterthought Studios,Afterthought Studios,0,0,NA,2017
2213,Lost in the Forest,2017-09-30,0.49,"20,000 .. 50,000",Mihai Morosanu,Mihai Morosanu,0,0,NA,2017
2234,Tears of a Dragon,2017-07-07,4.99,"20,000 .. 50,000",Donovan Bell,Back To Basics Gaming,0,0,NA,2017
2252,ROTii,2017-03-10,0.99,"20,000 .. 50,000",DarkShot Studios,DarkShot Studios,0,0,NA,2017
2253,Distorted Reality,2017-08-05,4.99,"20,000 .. 50,000",Berdochan,Berdochan,0,0,NA,2017
2258,Nancy Drew: Message in a Haunted Mansion,2017-05-01,9.99,"20,000 .. 50,000",HeR Interactive,HeR Interactive,0,0,NA,2017
2262,Star Rangers VR - Free Demo,2017-09-15,NA,"20,000 .. 50,000","Project Whitecard Studios Inc., Xefier Games Inc.","Awestruck Games, EvolVR Games Ltd.",0,0,NA,2017
2275,Bonny's Adventure,2017-04-25,3.99,"20,000 .. 50,000","Jonas De Carvalho Felinto, Marcelo Eduardo Cabral","Jonas De Carvalho Felinto, Marcelo Eduardo Cabral",0,0,NA,2017
2284,Star Boss,2017-11-19,0.99,"20,000 .. 50,000",Hobibit,Hobibit,0,0,NA,2017
2288,Crappy Day Enhanced Edition,2017-05-11,0.99,"20,000 .. 50,000",Teamomega,Teamomega,0,0,NA,2017
2333,Love Ribbon,2017-01-27,9.99,"20,000 .. 50,000",Razzart Visual,Razzart Visual,0,0,NA,2017
2338,Sullen: Light is Your Friend,2017-07-22,4.99,"20,000 .. 50,000","FranticDreamer, SpoNk","FranticDreamer, SpoNk",0,0,NA,2017
2339,Shark Dating Simulator XL,2017-08-14,0.99,"20,000 .. 50,000",Conan McPhee,Catsmeat Studios,0,0,NA,2017
2346,Cattails | Become a Cat!,2017-12-01,14.99,"20,000 .. 50,000",Falcon Development,Falcon Development,0,0,NA,2017
2348,(Chinese PaladinSword and Fairy 4),2017-09-04,5.99,"20,000 .. 50,000","Softstar Technology (Shanghai) Co., Ltd.","Beijing New Era Network Technology Co., Ltd.",0,0,81,2017
2354,Fight or Die 2,2017-06-08,3.99,"20,000 .. 50,000",Vyacheslav Shilikhin,Vyacheslav Shilikhin,0,0,NA,2017
2355,RETNE,2017-08-02,NA,"20,000 .. 50,000","VRNI Ltd, Kainos","VRNI Ltd, Kainos",0,0,NA,2017
2357,FlyingRock: Arena,2017-06-22,NA,"20,000 .. 50,000",Edo Create,Edo Create,0,0,NA,2017
2365,Hexagon Defense,2017-07-11,3.99,"20,000 .. 50,000",LiMAVR,Atriagames,0,0,NA,2017
2390,Tungulus,2017-07-11,1.99,"20,000 .. 50,000",mangamengine,mangamengine,0,0,NA,2017
2404,#Archery,2017-12-19,9.99,"20,000 .. 50,000",VRUnicorns,Bandello,0,0,NA,2017
2424,Gum Guy,2017-01-03,3.99,"20,000 .. 50,000",Nickana Studio,Nickana Studio,0,0,NA,2017
2483,The Cable Center - Virtual Archive,2017-04-06,NA,"20,000 .. 50,000",The Cable Center,The Cable Center,0,0,NA,2017
2499,Project Nimbus: Complete Edition,2017-09-26,19.99,"20,000 .. 50,000","GameCrafterTeam, GameTomo",GameTomo,0,0,NA,2017
2502,The Adventures of Fei Duanmu 端木斐异闻录,2017-03-09,3.99,"20,000 .. 50,000",致意,致意,0,0,NA,2017
2504,VTOL VR,2017-08-03,29.99,"20,000 .. 50,000","Boundless Dynamics, LLC","Boundless Dynamics, LLC",0,0,NA,2017
2506,3030 Deathwar Redux - A Space Odyssey,2017-09-13,14.99,"20,000 .. 50,000",Bird in Sky,Crunchy Leaf Games,0,0,NA,2017
2517,Flying Tigers: Shadows Over China,2017-05-29,14.99,"20,000 .. 50,000",ACE MADDOX,ACE MADDOX,0,0,NA,2017
2519,Tokyo Xanadu eX+,2017-12-08,59.99,"20,000 .. 50,000",Nihon Falcom,Aksys Games,0,0,NA,2017
2521,#monstercakes,2017-05-05,0.99,"20,000 .. 50,000",Paleno Games,Paleno Games,0,0,NA,2017
2523,Super Fancy Pants Adventure,2017-09-20,9.99,"20,000 .. 50,000",Borne Games,Kongregate,0,0,NA,2017
2538,Spark the Electric Jester,2017-04-10,7.99,"20,000 .. 50,000",Feperd Games,Feperd Games,0,0,NA,2017
2542,Outcast - Second Contact,2017-11-14,34.99,"20,000 .. 50,000",Appeal,Bigben Interactive,0,0,NA,2017
2546,Armed with Wings: Rearmed,2017-06-01,9.99,"20,000 .. 50,000",Sun-Studios,Sun-Studios,0,0,NA,2017
2548,RUN ROOMS,2017-11-02,1.99,"20,000 .. 50,000",IDALGAME,IDALGAME,7,2,NA,2017
2552,Oik 3,2017-11-09,0.99,"20,000 .. 50,000",Crew Lab,Crew Lab,0,0,NA,2017
2554,Criminal Girls: Invite Only / クリミナルガールズ INVITATION,2017-01-11,19.99,"20,000 .. 50,000","Nippon Ichi Software, Inc.","NIS America, Inc.",0,0,NA,2017
2568,Revhead,2017-03-09,19.99,"20,000 .. 50,000",Creative Pudding Hungary Llc.,Creative Pudding Hungary Llc.,0,0,NA,2017
2570,Zooicide,2017-06-30,4.99,"20,000 .. 50,000",Evil Tortilla Games,Evil Tortilla Games,0,0,NA,2017
2572,Fly Simulator,2017-07-16,0.99,"20,000 .. 50,000",HFM Games,HFM Games,0,0,NA,2017
2580,Techwars: Global Conflict,2017-12-21,NA,"20,000 .. 50,000",Argus Games,Black Sun Game Publishing,0,0,NA,2017
2582,Galaxy of Pen & Paper +1,2017-07-27,14.99,"20,000 .. 50,000",Behold Studios,Behold Studios,0,0,NA,2017
2600,Command Ops 2,2017-02-15,NA,"20,000 .. 50,000",Panther Games,Lock 'n Load Publishing,0,0,NA,2017
2614,ReThink,2017-03-08,9.99,"20,000 .. 50,000",Yaeko,Yaeko,0,0,NA,2017
2619,XOXO Droplets,2017-08-31,NA,"20,000 .. 50,000",GB Patch Games,GB Patch Games,0,0,NA,2017
